feature_name,Score,seed
ALGA0031834_T,0.7034791613162277,6331
ALGA0031991_G,0.6948669336729552,6331
ALGA0085634_C,0.6926416291861965,6331
ALGA0018800_T,0.6925595236675925,6331
H3GA0003896_A,0.6823927162901495,6331
MARC0046863_C,0.6769747733063558,6331
ASGA0024488_C,0.6742987183777149,6331
ALGA0007216_T,0.6729183634715215,6331
ASGA0035629_A,0.6717304149679646,6331
MARC0097626_C,0.670781278109096,6331
INRA0053268_G,0.6705804152946726,6331
H3GA0016271_T,0.6700156485862268,6331
ASGA0090428_G,0.6698110850557359,6331
ALGA0081758_G,0.6684920727507979,6331
MARC0048160_T,0.6662534344620892,6331
MARC0012266_A,0.6650192646814732,6331
DRGA0005767_A,0.6628012588961418,6331
MARC0004505_A,0.6626289829042067,6331
ALGA0009329_G,0.6617179045229147,6331
DRGA0005881_G,0.6616797256497144,6331
ASGA0039163_G,0.6611265642812025,6331
ALGA0095473_C,0.6604357503970051,6331
ASGA0018359_G,0.6589450114352582,6331
MARC0055616_T,0.6586457836964028,6331
ASGA0004899_T,0.6584834793326206,6331
DRGA0005789_C,0.6582601241546318,6331
SIRI0000773_A,0.658184858134331,6331
MARC0057016_C,0.6581211057636227,6331
MARC0003440_G,0.6579839407183892,6331
ASGA0091654_C,0.6579309952237864,6331
ALGA0033314_A,0.6576835280814906,6331
MARC0029102_T,0.6567772183900851,6331
INRA0014762_T,0.6557819709197519,6331
INRA0014075_G,0.6554553809889834,6331
MARC0009013_C,0.6542306661144699,6331
MARC0016450_C,0.653650456860817,6331
INRA0008277_T,0.6523994220332638,6331
ALGA0048253_C,0.651967389919363,6331
ALGA0031987_G,0.6518016362418155,6331
DRGA0013050_A,0.6505353341790663,6331
ASGA0103526_T,0.6502962187689736,6331
ASGA0034199_T,0.6499702131696554,6331
MARC0040505_G,0.6499564487367708,6331
INRA0014636_T,0.6484864308053115,6331
ALGA0006411_C,0.6472269330266434,6331
ALGA0098742_C,0.6468269128834541,6331
H3GA0010581_G,0.6466344742178256,6331
INRA0034664_A,0.646011748470015,6331
ALGA0054711_T,0.645587572887572,6331
ALGA0033464_G,0.6454708788208512,6331
ASGA0077357_A,0.645420377066328,6331
ALGA0025063_C,0.6443473084716902,6331
ASGA0066908_G,0.6434693887001366,6331
ALGA0049156_A,0.6431803144916737,6331
ALGA0085629_G,0.642731215680957,6331
DRGA0010482_G,0.6424679297828941,6331
ASGA0007558_C,0.6418388846572203,6331
DRGA0011840_C,0.6415004245726084,6331
MARC0092745_C,0.6413410973962939,6331
ALGA0024302_C,0.6409473775521,6331
ALGA0025644_G,0.6406925680756133,6331
ASGA0043639_T,0.6406042873944031,6331
M1GA0022186_A,0.6398050647972213,6331
ALGA0047893_A,0.6392598433843966,6331
ASGA0092657_G,0.6391670950308255,6331
MARC0043145_G,0.6387240910431826,6331
MARC0104336_C,0.6385220845581769,6331
INRA0014091_A,0.638421825778571,6331
ALGA0086568_G,0.6383404531781687,6331
ALGA0082044_C,0.6381081897574266,6331
