feature_name,Score,seed
MARC0044883_G,0.012945454847862435,6331
INRA0014015_A,0.012528497177521055,6331
ALGA0086555_G,0.008977347722480784,6331
MARC0057257_G,0.00867127917675588,6331
ALGA0014115_C,0.008463606031647364,6331
ALGA0085561_G,0.00845772391351808,6331
ALGA0002905_A,0.008197730340047327,6331
ALGA0085331_T,0.007827521583024749,6331
MARC0028807_C,0.007600698696537128,6331
ALGA0120691_G,0.007480071298539443,6331
ASGA0100304_C,0.007444532196498957,6331
H3GA0031354_A,0.00743806313663556,6331
ASGA0089223_T,0.007381634820475823,6331
ALGA0052438_G,0.007293688627413926,6331
ASGA0096118_G,0.0071771665467852495,6331
H3GA0036408_A,0.007053055618775928,6331
ASGA0026782_G,0.00704628542336322,6331
ASGA0094901_C,0.007041782245883575,6331
INRA0015922_C,0.00703241438655828,6331
H3GA0043987_T,0.006999023235719506,6331
ALGA0060299_C,0.00685768841581852,6331
ASGA0104733_A,0.006722729449884615,6331
ALGA0053904_T,0.0066582579850673436,6331
H3GA0038847_C,0.006635850231298784,6331
DRGA0003201_G,0.006590716947901859,6331
DRGA0009451_T,0.006588537332705861,6331
ALGA0071569_G,0.006574238685335939,6331
H3GA0044814_G,0.006549864612228483,6331
ASGA0085300_A,0.006535841163700088,6331
ALGA0059397_G,0.006511556135854911,6331
ASGA0044033_G,0.006502047408037876,6331
ASGA0039155_T,0.006497397999751777,6331
ALGA0070087_T,0.006467986599137519,6331
DRGA0015050_A,0.006466706302711847,6331
MARC0035937_A,0.006465811613968368,6331
ASGA0057192_G,0.006463397563917618,6331
ASGA0083653_G,0.00646226300834513,6331
ALGA0097067_C,0.006441376083225255,6331
ALGA0054215_G,0.0064211207648466806,6331
H3GA0033486_A,0.006405212789475501,6331
DIAS0002055_G,0.006384259126611329,6331
H3GA0029866_C,0.006382767793434204,6331
MARC0020708_A,0.006378821266531318,6331
MARC0070804_T,0.006370141399843971,6331
H3GA0040343_G,0.0063269302793870375,6331
ASGA0094147_A,0.00629764921244195,6331
MARC0010374_C,0.006271252459412066,6331
H3GA0019987_T,0.0062488897646624545,6331
ALGA0093288_T,0.0062256050087462315,6331
ALGA0104875_A,0.006178215101077591,6331
MARC0043108_C,0.006165862175416387,6331
MARC0056874_G,0.006158885160383989,6331
ASGA0069039_G,0.006129301463219101,6331
ASGA0099267_A,0.006127364865109271,6331
ASGA0092591_C,0.006104424280557104,6331
MARC0068500_T,0.006092027145391683,6331
H3GA0041633_C,0.006088283675237592,6331
UMB10000088_G,0.006079206867896286,6331
ASGA0042735_G,0.006078191531087574,6331
ASGA0038253_C,0.006050651853293119,6331
MARC0072124_G,0.006032763979446698,6331
ALGA0097746_G,0.006019986742616898,6331
DIAS0000589_G,0.006018478953766935,6331
ALGA0041580_G,0.006016056971547754,6331
ASGA0082907_A,0.005978445032080511,6331
ALGA0075621_T,0.005942728529748141,6331
MARC0106431_G,0.0059424043444915335,6331
ASGA0092882_T,0.005907959800105715,6331
ALGA0007045_T,0.005894392740040508,6331
DRGA0014583_G,0.005860135283783903,6331
SIRI0000355_G,0.0058495278251113865,6331
ASGA0010657_G,0.005840582261854514,6331
ALGA0114656_A,0.005838010701488508,6331
ALGA0098397_A,0.005829049257093349,6331
ALGA0015201_A,0.00582818328936871,6331
