feature_name,Score,seed
MARC0002427_T,538.4836554347478,6331
ASGA0004899_T,536.2022671718748,6331
INRA0060785_A,502.31433168234935,6331
DRGA0011654_C,474.30709864759024,6331
H3GA0033852_C,463.95341836933983,6331
MARC0029854_G,447.62180190288944,6331
ALGA0013970_G,442.1907587346494,6331
ASGA0014259_C,391.1438037934502,6331
MARC0048160_T,386.14883099967267,6331
ALGA0005765_T,382.5319650669581,6331
INRA0055599_T,377.4359116621221,6331
ALGA0120895_G,375.17072725464567,6331
ALGA0007995_T,373.4171374397286,6331
ALGA0112579_A,370.31864326518314,6331
ALGA0031742_G,364.5837606562303,6331
ASGA0026779_A,354.486110623288,6331
DRGA0010883_A,349.5996965017579,6331
MARC0104336_C,348.14607823803686,6331
ALGA0098742_C,346.94184674811385,6331
M1GA0001158_G,341.39603932867783,6331
H3GA0003655_C,340.6226929018462,6331
INRA0003647_G,333.07478204611635,6331
MARC0012266_A,328.6745193261004,6331
DRGA0005784_T,328.6745193261004,6331
DRGA0005786_T,328.6745193261004,6331
MARC0046863_C,328.6745193261004,6331
DRGA0005789_C,328.6745193261004,6331
ALGA0031838_T,324.8517081581666,6331
INRA0019299_G,324.735169915626,6331
MARC0040505_G,321.83869787510486,6331
ALGA0031834_T,321.15794234149786,6331
MARC0003440_G,321.15794234149786,6331
DRGA0005767_A,321.15794234149786,6331
INRA0020396_G,319.7668773915662,6331
INRA0008277_T,319.670417811444,6331
ALGA0097196_G,313.6792375369169,6331
ALGA0031991_G,312.1808997682849,6331
ALGA0006411_C,311.94712355914106,6331
ALGA0088203_A,311.5243945386726,6331
INRA0006051_C,308.855633038532,6331
SIRI0000773_A,305.07329107268976,6331
INRA0008855_G,303.05161616067903,6331
ALGA0054277_A,302.8282878034094,6331
MARC0015010_G,302.05871037224983,6331
ALGA0006424_T,300.9532345432099,6331
INRA0014636_T,300.3690676803216,6331
INRA0003533_C,299.71187365069284,6331
MARC0081975_G,296.54489383408605,6331
DRGA0005881_G,295.0891310384089,6331
H3GA0016271_T,293.2631835843341,6331
INRA0047159_G,292.5717159412173,6331
H3GA0003037_A,290.43053110900127,6331
INRA0019276_A,290.34464088081853,6331
INRA0014075_G,287.56319189307453,6331
ASGA0080428_A,285.8430120026621,6331
ALGA0007216_T,279.05916120696156,6331
INRA0014091_A,278.44728909116253,6331
MARC0080340_G,278.4379170532105,6331
INRA0004582_C,277.89003772462047,6331
INRA0020354_T,277.52011063322834,6331
MARC0013977_G,276.1884651914275,6331
ASGA0035629_A,275.9604458172995,6331
MARC0084999_G,275.87270827815155,6331
ASGA0059000_G,273.74884698530343,6331
DRGA0006108_G,273.30683191661166,6331
H3GA0003770_A,273.24232278527154,6331
ASGA0039163_G,273.1515596216262,6331
INRA0043313_A,272.654249504004,6331
INRA0032026_G,272.50272028744763,6331
MARC0009013_C,271.3731280266278,6331
ALGA0033314_A,271.28327265166445,6331
MARC0029102_T,271.2779872207817,6331
DRGA0007677_G,271.01088449450083,6331
ALGA0085634_C,270.2627965428799,6331
MARC0092711_A,268.64519153671927,6331
MARC0099536_A,268.2919435376383,6331
M1GA0005479_C,268.1440135808886,6331
ALGA0060479_T,267.4212907312774,6331
ASGA0075686_T,266.9323860043939,6331
MARC0031677_T,265.51801418354654,6331
DRGA0009628_C,265.31106427674337,6331
H3GA0010581_G,264.431135072336,6331
INRA0003535_G,263.72606677453547,6331
MARC0051792_C,263.5000324494168,6331
CAIL0000072_T,263.0560396019791,6331
ALGA0111390_G,261.3333829601197,6331
INRA0029810_A,260.68471507740975,6331
MARC0085941_C,260.68471507740975,6331
CASI0007931_A,260.6187348652915,6331
ALGA0007312_C,259.64843040975984,6331
ALGA0106261_C,258.1353388574389,6331
MARC0076384_C,257.9978208737562,6331
ALGA0025644_G,256.71347349985837,6331
INRA0003513_C,256.6024943096377,6331
H3GA0051793_C,255.92939352373014,6331
ALGA0013916_G,255.26472150992677,6331
DRGA0005793_G,253.34168586747182,6331
ASGA0080418_C,253.25508304841503,6331
ASGA0092614_T,251.31813546091698,6331
ALGA0117693_A,250.9900917035068,6331
ASGA0091654_C,249.20519540292534,6331
INRA0006852_G,248.78694676850606,6331
ALGA0031987_G,248.0029736489682,6331
M1GA0022186_A,247.89698262942878,6331
ALGA0024302_C,247.52392200796493,6331
ALGA0007219_C,247.4978938908403,6331
ALGA0007194_T,247.27862376500119,6331
MARC0097626_C,246.33935145725115,6331
INRA0021684_T,246.01403042725892,6331
INRA0027850_C,245.8335447583436,6331
INRA0022567_C,245.39516621466203,6331
ASGA0004896_C,244.9496947457029,6331
INRA0040909_C,244.21840794640713,6331
ASGA0038808_T,244.04172212679785,6331
DRGA0002163_A,242.2827847095722,6331
ALGA0008433_G,242.2827847095722,6331
INRA0003519_C,242.0298892868251,6331
ASGA0024488_C,241.63738534324264,6331
ASGA0026383_C,241.62685874926214,6331
MARC0004505_A,241.39284633084358,6331
ALGA0007197_C,241.07733227699495,6331
ALGA0031872_C,240.82891441613842,6331
INRA0008800_C,239.64976407637718,6331
ALGA0008166_C,238.72920414129652,6331
MARC0090681_G,237.4784490831427,6331
ALGA0081758_G,236.76335804434314,6331
MARC0080822_G,236.55889051419902,6331
H3GA0003896_A,236.0787776341892,6331
H3GA0018613_C,236.04152813726384,6331
MARC0056888_A,235.83048672368983,6331
ASGA0009498_G,235.4025777581216,6331
MARC0017388_G,234.75173982615425,6331
INRA0026534_T,234.25182514430568,6331
INRA0020219_C,234.14879402207552,6331
MARC0072045_G,233.9471449833035,6331
ALGA0091097_T,233.00874187204772,6331
ASGA0019071_C,232.8000918914259,6331
DRGA0002401_A,232.76267199019384,6331
ASGA0019036_A,232.2082180321654,6331
ALGA0071670_C,232.16462120381865,6331
MARC0002321_A,232.08881353132318,6331
ALGA0082044_C,231.5621209734598,6331
ALGA0097020_C,231.3918598489422,6331
DRGA0001995_T,230.89728306917036,6331
H3GA0049269_C,230.77458694546215,6331
MARC0010041_C,230.62027184664083,6331
H3GA0002469_G,230.39043624745736,6331
ALGA0025182_T,229.86926917849806,6331
ASGA0059913_C,229.21097208426215,6331
ALGA0067348_A,229.188673213643,6331
MARC0110847_G,227.57635251919066,6331
MARC0027196_T,227.38405059998135,6331
INRA0049585_C,226.70761570509552,6331
MARC0068888_A,226.57320117132318,6331
MARC0044234_T,226.5353805837298,6331
INRA0045049_T,226.51524846668536,6331
ASGA0014426_G,224.8588571414817,6331
ALGA0085842_G,224.6559402270292,6331
ASGA0004980_C,224.41337607120792,6331
DRGA0005795_C,224.2002127667107,6331
ALGA0083146_T,224.14194666052495,6331
ALGA0085629_G,224.06951114776552,6331
MARC0019765_G,223.852649854251,6331
ALGA0054320_A,223.5814830476873,6331
DRGA0011285_T,223.07297511679812,6331
INRA0005930_G,222.89657159632162,6331
DRGA0009755_A,222.82848131406712,6331
H3GA0042159_G,221.8297254456029,6331
ASGA0059062_G,221.82001357226252,6331
MARC0043145_G,221.82001357226252,6331
CASI0003401_T,221.71030511815303,6331
H3GA0017122_G,221.35674346703354,6331
ALGA0033565_A,221.35674346703354,6331
ALGA0122705_A,221.13411291657266,6331
MARC0042482_T,220.7341894653258,6331
H3GA0031403_C,220.62004318234676,6331
MARC0049506_A,220.38100165064506,6331
ASGA0038765_G,220.35630672278364,6331
ALGA0095584_G,220.03018734930228,6331
ALGA0031955_C,220.0164843079887,6331
ALGA0008134_T,220.00813244848555,6331
ASGA0020042_A,219.8814845404585,6331
ALGA0095473_C,219.6195528280325,6331
ASGA0069744_G,219.4804358643748,6331
ALGA0045549_C,219.4393135928921,6331
ASGA0004881_G,219.41889942026387,6331
ALGA0031973_C,218.99551574390333,6331
ALGA0018800_T,218.29268272237175,6331
DRGA0006922_T,217.84725643339505,6331
ALGA0025063_C,217.4337800548346,6331
ASGA0058881_C,216.99807164200374,6331
INRA0047157_G,216.85174144503674,6331
SIRI0001174_A,216.36331388419126,6331
ASGA0073315_G,215.53839761066274,6331
ALGA0054711_T,215.4315710449149,6331
ASGA0064597_A,215.00175485699793,6331
ASGA0005807_T,214.9848739759791,6331
H3GA0047930_C,214.80686124125097,6331
MARC0024662_A,214.79083920202913,6331
MARC0033088_G,214.68783561249003,6331
MARC0017124_C,213.79948441329364,6331
INRA0003531_G,213.16348701736828,6331
ASGA0100476_A,213.00465084293972,6331
DRGA0009763_G,212.9562550839477,6331
MARC0032149_G,212.6248688754678,6331
DRGA0001874_T,212.55189875047424,6331
INRA0005516_A,212.2506632016247,6331
MARC0070964_A,211.89467218996813,6331
MARC0111015_T,211.27139423795774,6331
MARC0055616_T,210.9027930811754,6331
MARC0053660_C,210.69648822713597,6331
ASGA0090428_G,210.68605774248113,6331
DRGA0012647_A,210.64471138943776,6331
DRGA0006924_G,210.28303662491192,6331
ALGA0091014_T,209.98429199632324,6331
ASGA0104566_A,209.2880820411886,6331
MARC0055516_G,209.2081037923333,6331
ALGA0076460_G,209.1138346388441,6331
H3GA0046621_C,209.0630910025633,6331
ALGA0079015_A,209.0570118984099,6331
MARC0096493_T,208.99954702590142,6331
ALGA0033585_G,208.8902111448768,6331
ALGA0060475_A,208.63751083920303,6331
ASGA0079737_T,208.61092586862478,6331
ALGA0085541_C,207.42109393074296,6331
